invoice_number,date,seller,seller_tax_code,seller_address,seller_phone,seller_bank_account,buyer_name,buyer,buyer_tax_id,buyer_address,payment_method,buyer_bank_account,vat_rate,amount_untaxed,amount_tax,amount_total,amount,item_no,description,unit,qty,unit_price,line_total
659773,2024-10-30,XÍ NGHIỆP BÁN LẺ XĂNG DẦU,0300555450,"15 Lê Duẩn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",,,A LẮNG,Công Ty TNHH Dịch Vụ Vận Tải Bách Vạn,0310529971,"390/29 đường An Dương Vương, Phường 16, Quận 8, Thành phố Hồ Chí Minh","Tiền mặt",,10,1272727.0,127273.0,1400000.0,1400000.0,1,DO 0.05S-II,Lít,55.82,22800.0,1272727.0
